ID,Class,Sex,Age,Survived
1774,Crew,Male,Adult,No
1775,Crew,Male,Adult,No
1776,Crew,Male,Adult,No
1777,Crew,Male,Adult,No
1778,Crew,Male,Adult,No
1779,Crew,Male,Adult,No
1780,Crew,Male,Adult,No
1781,Crew,Male,Adult,No
1782,Crew,Male,Adult,No
1783,Crew,Male,Adult,No
1784,Crew,Male,Adult,No
1785,Crew,Male,Adult,No
1786,Crew,Male,Adult,No
1787,Crew,Male,Adult,No
1788,Crew,Male,Adult,No
1789,Crew,Male,Adult,No
1790,Crew,Male,Adult,No
1791,Crew,Male,Adult,No
1792,Crew,Male,Adult,No
1793,Crew,Male,Adult,No
1794,Crew,Male,Adult,No
1795,Crew,Male,Adult,No
1796,Crew,Male,Adult,No
1797,Crew,Male,Adult,No
1798,Crew,Male,Adult,No
1799,Crew,Male,Adult,No
1800,Crew,Male,Adult,No
1801,Crew,Male,Adult,No
1802,Crew,Male,Adult,No
1803,Crew,Male,Adult,No
1804,Crew,Male,Adult,No
1805,Crew,Male,Adult,No
1806,Crew,Male,Adult,No
1807,Crew,Male,Adult,No
1808,Crew,Male,Adult,No
1809,Crew,Male,Adult,No
1810,Crew,Male,Adult,No
1811,Crew,Male,Adult,No
1812,Crew,Male,Adult,No
1813,Crew,Male,Adult,No
1814,Crew,Male,Adult,No
1815,Crew,Male,Adult,No
1816,Crew,Male,Adult,No
1817,Crew,Male,Adult,No
1818,Crew,Male,Adult,No
1819,Crew,Male,Adult,No
1820,Crew,Male,Adult,No
1821,Crew,Male,Adult,No
1822,Crew,Male,Adult,No
1823,Crew,Male,Adult,No
1824,Crew,Male,Adult,No
1825,Crew,Male,Adult,No
1826,Crew,Male,Adult,No
1827,Crew,Male,Adult,No
1828,Crew,Male,Adult,No
1829,Crew,Male,Adult,No
1830,Crew,Male,Adult,No
1831,Crew,Male,Adult,No
1832,Crew,Male,Adult,No
1833,Crew,Male,Adult,No
1834,Crew,Male,Adult,No
1835,Crew,Male,Adult,No
1836,Crew,Male,Adult,No
1837,Crew,Male,Adult,No
1838,Crew,Male,Adult,No
1839,Crew,Male,Adult,No
1840,Crew,Male,Adult,No
1841,Crew,Male,Adult,No
1842,Crew,Male,Adult,No
1843,Crew,Male,Adult,No
1844,Crew,Male,Adult,No
1845,Crew,Male,Adult,No
1846,Crew,Male,Adult,No
1847,Crew,Male,Adult,No
1848,Crew,Male,Adult,No
1849,Crew,Male,Adult,No
1850,Crew,Male,Adult,No
1851,Crew,Male,Adult,No
1852,Crew,Male,Adult,No
1853,Crew,Male,Adult,No
1854,Crew,Male,Adult,No
1855,Crew,Male,Adult,No
1856,Crew,Male,Adult,No
1857,Crew,Male,Adult,No
1858,Crew,Male,Adult,No
1859,Crew,Male,Adult,No
1860,Crew,Male,Adult,No
1861,Crew,Male,Adult,No
1862,Crew,Male,Adult,No
1863,Crew,Male,Adult,No
1864,Crew,Male,Adult,No
1865,Crew,Male,Adult,No
1866,Crew,Male,Adult,No
1867,Crew,Male,Adult,No
1868,Crew,Male,Adult,No
1869,Crew,Male,Adult,No
1870,Crew,Male,Adult,No
1871,Crew,Male,Adult,No
1872,Crew,Male,Adult,No
1873,Crew,Male,Adult,No
1874,Crew,Male,Adult,No
1875,Crew,Male,Adult,No
1876,Crew,Male,Adult,No
1877,Crew,Male,Adult,No
1878,Crew,Male,Adult,No
1879,Crew,Male,Adult,No
1880,Crew,Male,Adult,No
1881,Crew,Male,Adult,No
1882,Crew,Male,Adult,No
1883,Crew,Male,Adult,No
1884,Crew,Male,Adult,No
1885,Crew,Male,Adult,No
1886,Crew,Male,Adult,No
1887,Crew,Male,Adult,No
1888,Crew,Male,Adult,No
1889,Crew,Male,Adult,No
1890,Crew,Male,Adult,No
1891,Crew,Male,Adult,No
1892,Crew,Male,Adult,No
1893,Crew,Male,Adult,No
1894,Crew,Male,Adult,No
1895,Crew,Male,Adult,No
1896,Crew,Male,Adult,No
1897,Crew,Male,Adult,No
1898,Crew,Male,Adult,No
1899,Crew,Male,Adult,No
1900,Crew,Male,Adult,No
1901,Crew,Male,Adult,No
1902,Crew,Male,Adult,No
1903,Crew,Male,Adult,No
1904,Crew,Male,Adult,No
1905,Crew,Male,Adult,No
1906,Crew,Male,Adult,No
1907,Crew,Male,Adult,No
1908,Crew,Male,Adult,No
1909,Crew,Male,Adult,No
1910,Crew,Male,Adult,No
1911,Crew,Male,Adult,No
1912,Crew,Male,Adult,No
1913,Crew,Male,Adult,No
1914,Crew,Male,Adult,No
1915,Crew,Male,Adult,No
1916,Crew,Male,Adult,No
1917,Crew,Male,Adult,No
1918,Crew,Male,Adult,No
1919,Crew,Male,Adult,No
1920,Crew,Male,Adult,No
1921,Crew,Male,Adult,No
1922,Crew,Male,Adult,No
1923,Crew,Male,Adult,No
1924,Crew,Male,Adult,No
1925,Crew,Male,Adult,No
1926,Crew,Male,Adult,No
1927,Crew,Male,Adult,No
1928,Crew,Male,Adult,No
1929,Crew,Male,Adult,No
1930,Crew,Male,Adult,No
1931,Crew,Male,Adult,No
1932,Crew,Male,Adult,No
1933,Crew,Male,Adult,No
1934,Crew,Male,Adult,No
1935,Crew,Male,Adult,No
1936,Crew,Male,Adult,No
1937,Crew,Male,Adult,No
1938,Crew,Male,Adult,No
1939,Crew,Male,Adult,No
1940,Crew,Male,Adult,No
1941,Crew,Male,Adult,No
1942,Crew,Male,Adult,No
1943,Crew,Male,Adult,No
1944,Crew,Male,Adult,No
1945,Crew,Male,Adult,No
1946,Crew,Male,Adult,No
1947,Crew,Male,Adult,No
1948,Crew,Male,Adult,No
1949,Crew,Male,Adult,No
1950,Crew,Male,Adult,No
1951,Crew,Male,Adult,No
1952,Crew,Male,Adult,No
1953,Crew,Male,Adult,No
1954,Crew,Male,Adult,No
1955,Crew,Male,Adult,No
1956,Crew,Male,Adult,No
1957,Crew,Male,Adult,No
1958,Crew,Male,Adult,No
1959,Crew,Male,Adult,No
1960,Crew,Male,Adult,No
1961,Crew,Male,Adult,No
1962,Crew,Male,Adult,No
1963,Crew,Male,Adult,No
1964,Crew,Male,Adult,No
1965,Crew,Male,Adult,No
1966,Crew,Male,Adult,No
1967,Crew,Male,Adult,No
1968,Crew,Male,Adult,No
1969,Crew,Male,Adult,No
1970,Crew,Male,Adult,No
1971,Crew,Male,Adult,No
1972,Crew,Male,Adult,No
1973,Crew,Male,Adult,No
1974,Crew,Male,Adult,No
1975,Crew,Male,Adult,No
1976,Crew,Male,Adult,No
1977,Crew,Male,Adult,No
1978,Crew,Male,Adult,No
1979,Crew,Male,Adult,No
1980,Crew,Male,Adult,No
1981,Crew,Male,Adult,No
1982,Crew,Male,Adult,No
1983,Crew,Male,Adult,No
1984,Crew,Male,Adult,No
1985,Crew,Male,Adult,No
1986,Crew,Male,Adult,No
1987,Crew,Male,Adult,Yes
1988,Crew,Male,Adult,Yes
1989,Crew,Male,Adult,Yes
1990,Crew,Male,Adult,Yes
1991,Crew,Male,Adult,Yes
1992,Crew,Male,Adult,Yes
1993,Crew,Male,Adult,Yes
1994,Crew,Male,Adult,Yes
1995,Crew,Male,Adult,Yes
1996,Crew,Male,Adult,Yes
1997,Crew,Male,Adult,Yes
1998,Crew,Male,Adult,Yes
1999,Crew,Male,Adult,Yes
2000,Crew,Male,Adult,Yes
2001,Crew,Male,Adult,Yes
2002,Crew,Male,Adult,Yes
2003,Crew,Male,Adult,Yes
2004,Crew,Male,Adult,Yes
2005,Crew,Male,Adult,Yes
2006,Crew,Male,Adult,Yes
2007,Crew,Male,Adult,Yes
2008,Crew,Male,Adult,Yes
2009,Crew,Male,Adult,Yes
2010,Crew,Male,Adult,Yes
2011,Crew,Male,Adult,Yes
2012,Crew,Male,Adult,Yes
2013,Crew,Male,Adult,Yes
2014,Crew,Male,Adult,Yes
2015,Crew,Male,Adult,Yes
2016,Crew,Male,Adult,Yes
2017,Crew,Male,Adult,Yes
2018,Crew,Male,Adult,Yes
2019,Crew,Male,Adult,Yes
2020,Crew,Male,Adult,Yes
2021,Crew,Male,Adult,Yes
2022,Crew,Male,Adult,Yes
2023,Crew,Male,Adult,Yes
2024,Crew,Male,Adult,Yes
2025,Crew,Male,Adult,Yes
2026,Crew,Male,Adult,Yes
2027,Crew,Male,Adult,Yes
2028,Crew,Male,Adult,Yes
2029,Crew,Male,Adult,Yes
2030,Crew,Male,Adult,Yes
2031,Crew,Male,Adult,Yes
2032,Crew,Male,Adult,Yes
2033,Crew,Male,Adult,Yes
2034,Crew,Male,Adult,Yes
2035,Crew,Male,Adult,Yes
2036,Crew,Male,Adult,Yes
2037,Crew,Male,Adult,Yes
2038,Crew,Male,Adult,Yes
2039,Crew,Male,Adult,Yes
2040,Crew,Male,Adult,Yes
2041,Crew,Male,Adult,Yes
2042,Crew,Male,Adult,Yes
2043,Crew,Male,Adult,Yes
2044,Crew,Male,Adult,Yes
2045,Crew,Male,Adult,Yes
2046,Crew,Male,Adult,Yes
2047,Crew,Male,Adult,Yes
2048,Crew,Male,Adult,Yes
2049,Crew,Male,Adult,Yes
2050,Crew,Male,Adult,Yes
2051,Crew,Male,Adult,Yes
2052,Crew,Male,Adult,Yes
2053,Crew,Male,Adult,Yes
2054,Crew,Male,Adult,Yes
2055,Crew,Male,Adult,Yes
2056,Crew,Male,Adult,Yes
2057,Crew,Male,Adult,Yes
2058,Crew,Male,Adult,Yes
2059,Crew,Male,Adult,Yes
2060,Crew,Male,Adult,Yes
2061,Crew,Male,Adult,Yes
2062,Crew,Male,Adult,Yes
2063,Crew,Male,Adult,Yes
2064,Crew,Male,Adult,Yes
2065,Crew,Male,Adult,Yes
2066,Crew,Male,Adult,Yes
2067,Crew,Male,Adult,Yes
2068,Crew,Male,Adult,Yes
2069,Crew,Male,Adult,Yes
2070,Crew,Male,Adult,Yes
2071,Crew,Male,Adult,Yes
2072,Crew,Male,Adult,Yes
2073,Crew,Male,Adult,Yes
2074,Crew,Male,Adult,Yes
2075,Crew,Male,Adult,Yes
2076,Crew,Male,Adult,Yes
2077,Crew,Male,Adult,Yes
2078,Crew,Male,Adult,Yes
2079,Crew,Male,Adult,Yes
2080,Crew,Male,Adult,Yes
2081,Crew,Male,Adult,Yes
2082,Crew,Male,Adult,Yes
2083,Crew,Male,Adult,Yes
2084,Crew,Male,Adult,Yes
2085,Crew,Male,Adult,Yes
2086,Crew,Male,Adult,Yes
2087,Crew,Male,Adult,Yes
2088,Crew,Male,Adult,Yes
2089,Crew,Male,Adult,Yes
2090,Crew,Male,Adult,Yes
2091,Crew,Male,Adult,Yes
2092,Crew,Male,Adult,Yes
2093,Crew,Male,Adult,Yes
2094,Crew,Male,Adult,Yes
2095,Crew,Male,Adult,Yes
2096,Crew,Male,Adult,Yes
2097,Crew,Male,Adult,Yes
2098,Crew,Male,Adult,Yes
2099,Crew,Male,Adult,Yes
2100,Crew,Male,Adult,Yes
2101,Crew,Male,Adult,Yes
2102,Crew,Male,Adult,Yes
2103,Crew,Male,Adult,Yes
2104,Crew,Male,Adult,Yes
2105,Crew,Male,Adult,Yes
2106,Crew,Male,Adult,Yes
2107,Crew,Male,Adult,Yes
2108,Crew,Male,Adult,Yes
2109,Crew,Male,Adult,Yes
2110,Crew,Male,Adult,Yes
2111,Crew,Male,Adult,Yes
2112,Crew,Male,Adult,Yes
2113,Crew,Male,Adult,Yes
2114,Crew,Male,Adult,Yes
2115,Crew,Male,Adult,Yes
2116,Crew,Male,Adult,Yes
2117,Crew,Male,Adult,Yes
2118,Crew,Male,Adult,Yes
2119,Crew,Male,Adult,Yes
2120,Crew,Male,Adult,Yes
2121,Crew,Male,Adult,Yes
2122,Crew,Male,Adult,Yes
2123,Crew,Male,Adult,Yes
2124,Crew,Male,Adult,Yes
2125,Crew,Male,Adult,Yes
2126,Crew,Male,Adult,Yes
2127,Crew,Male,Adult,Yes
2128,Crew,Male,Adult,Yes
2129,Crew,Male,Adult,Yes
2130,Crew,Male,Adult,Yes
2131,Crew,Male,Adult,Yes
2132,Crew,Male,Adult,Yes
2133,Crew,Male,Adult,Yes
2134,Crew,Male,Adult,Yes
2135,Crew,Male,Adult,Yes
2136,Crew,Male,Adult,Yes
2137,Crew,Male,Adult,Yes
2138,Crew,Male,Adult,Yes
2139,Crew,Male,Adult,Yes
2140,Crew,Male,Adult,Yes
2141,Crew,Male,Adult,Yes
2142,Crew,Male,Adult,Yes
2143,Crew,Male,Adult,Yes
2144,Crew,Male,Adult,Yes
2145,Crew,Male,Adult,Yes
2146,Crew,Male,Adult,Yes
2147,Crew,Male,Adult,Yes
2148,Crew,Male,Adult,Yes
2149,Crew,Male,Adult,Yes
2150,Crew,Male,Adult,Yes
2151,Crew,Male,Adult,Yes
2152,Crew,Male,Adult,Yes
2153,Crew,Male,Adult,Yes
2154,Crew,Male,Adult,Yes
2155,Crew,Male,Adult,Yes
2156,Crew,Male,Adult,Yes
2157,Crew,Male,Adult,Yes
2158,Crew,Male,Adult,Yes
2159,Crew,Male,Adult,Yes
2160,Crew,Male,Adult,Yes
2161,Crew,Male,Adult,Yes
2162,Crew,Male,Adult,Yes
2163,Crew,Male,Adult,Yes
2164,Crew,Male,Adult,Yes
2165,Crew,Male,Adult,Yes
2166,Crew,Male,Adult,Yes
2167,Crew,Male,Adult,Yes
2168,Crew,Male,Adult,Yes
2169,Crew,Male,Adult,Yes
2170,Crew,Male,Adult,Yes
2171,Crew,Male,Adult,Yes
2172,Crew,Male,Adult,Yes
2173,Crew,Male,Adult,Yes
2174,Crew,Male,Adult,Yes
2175,Crew,Male,Adult,Yes
2176,Crew,Male,Adult,Yes
2177,Crew,Male,Adult,Yes
2178,Crew,Male,Adult,Yes
2179,Crew,Female,Adult,No
2180,Crew,Female,Adult,No
2181,Crew,Female,Adult,No
2182,Crew,Female,Adult,Yes
2183,Crew,Female,Adult,Yes
2184,Crew,Female,Adult,Yes
2185,Crew,Female,Adult,Yes
2186,Crew,Female,Adult,Yes
2187,Crew,Female,Adult,Yes
2188,Crew,Female,Adult,Yes
2189,Crew,Female,Adult,Yes
2190,Crew,Female,Adult,Yes
2191,Crew,Female,Adult,Yes
2192,Crew,Female,Adult,Yes
2193,Crew,Female,Adult,Yes
2194,Crew,Female,Adult,Yes
2195,Crew,Female,Adult,Yes
2196,Crew,Female,Adult,Yes
2197,Crew,Female,Adult,Yes
2198,Crew,Female,Adult,Yes
2199,Crew,Female,Adult,Yes
2200,Crew,Female,Adult,Yes
2201,Crew,Female,Adult,Yes
